2026-03-02,Shipped,3059,84990.00,Central
2024-02-10,Shipped,3546,56300.00,South
2025-08-06,Shipped,4128,91027.00,South
2026-04-02,Shipped,4080,4601.00,Central
2026-04-07,Shipped,541,27216.00,South
2025-01-18,Shipped,95,88717.00,North
2024-05-04,Shipped,2220,41119.00,North
2026-01-09,Shipped,775,12737.00,Central
2026-03-26,Shipped,2239,88120.00,West
2025-05-06,Shipped,3822,25815.00,Central
2026-04-16,Shipped,4648,76685.00,Central
2025-04-11,Shipped,115,96544.00,West
2025-03-21,Shipped,1993,5065.00,North
2024-11-16,Shipped,4041,22283.00,Central
2024-12-25,Shipped,3650,62947.00,North
2025-05-28,Shipped,2659,16314.00,Central
2024-10-17,Shipped,20,83967.00,North
2025-07-31,Shipped,2721,90762.00,Central
2024-06-21,Shipped,4438,48461.00,Central
2024-02-04,Shipped,323,31407.00,South
2025-08-18,Shipped,3596,93364.00,North
2026-03-23,Shipped,4658,51880.00,Central
2025-11-05,Shipped,2184,18839.00,West
2026-02-20,Shipped,1365,35064.00,Central
2025-01-17,Shipped,3678,77455.00,South
2024-09-28,Shipped,3197,89508.00,East
2024-01-29,Shipped,3462,86956.00,Central
2025-03-23,Shipped,1004,70205.00,North
2024-07-18,Shipped,4506,37740.00,Central
2024-05-16,Shipped,4319,35697.00,Central
2024-06-12,Shipped,276,23137.00,West
2024-07-12,Shipped,2646,3887.00,North
2025-02-13,Shipped,4668,97136.00,Central
2025-09-11,Shipped,4539,28420.00,West
2026-04-03,Shipped,2634,49484.00,West
2024-03-05,Shipped,2558,51300.00,Central
2024-02-08,Shipped,201,13789.00,North
2024-03-09,Shipped,4736,64153.00,East
2024-03-09,Shipped,4036,7816.00,North
2026-01-08,Shipped,1491,73584.00,East
2025-12-06,Shipped,4739,19387.00,Central
2024-03-01,Shipped,3436,81019.00,Central
2024-12-18,Shipped,1750,55573.00,Central
2026-02-17,Shipped,1862,47789.00,East
2024-10-15,Shipped,3141,9138.00,North
2025-12-10,Shipped,1947,87157.00,North
2025-03-27,Shipped,4116,1598.00,Central
2024-03-08,Shipped,1174,71541.00,Central
2024-01-07,Shipped,1414,86720.00,South
2025-09-27,Shipped,4435,52898.00,Central
2025-11-09,Shipped,2943,80412.00,Central
2026-01-28,Shipped,4110,63603.00,North
2025-10-29,Shipped,147,78492.00,North
2024-12-03,Shipped,2806,98474.00,East
2024-02-21,Shipped,2849,21113.00,Central
2024-06-07,Shipped,4805,42718.00,North
2024-06-17,Shipped,3601,24175.00,East
2025-05-11,Shipped,2033,7383.00,Central
2024-10-21,Shipped,4269,31018.00,Central
2024-09-14,Shipped,4908,88405.00,North
2024-04-20,Shipped,3324,3975.00,West
2024-11-17,Shipped,1007,98020.00,Central
2025-02-25,Shipped,2366,74694.00,Central
2025-05-05,Shipped,119,74173.00,East
2025-10-17,Shipped,4288,45500.00,Central
2026-04-28,Shipped,1301,35306.00,East
2024-11-05,Shipped,2422,20335.00,North
2025-05-21,Shipped,3575,23242.00,Central
2024-07-15,Shipped,4836,75666.00,South
2024-12-10,Shipped,2443,55036.00,Central
2025-09-11,Shipped,3999,63805.00,Central
2024-02-14,Shipped,3330,69345.00,South
2024-06-19,Shipped,2055,11182.00,East
2024-01-05,Shipped,3663,63386.00,Central
2026-01-16,Shipped,1508,78389.00,North
2025-04-04,Shipped,788,33814.00,Central
2024-06-07,Shipped,2284,52791.00,Central
2026-01-19,Shipped,3406,56536.00,North
2026-04-17,Shipped,2524,24400.00,West
2024-10-25,Shipped,4522,90581.00,North
2026-03-29,Shipped,4356,80271.00,South
2024-10-22,Shipped,269,79829.00,North
2024-03-09,Shipped,2374,12425.00,Central
2024-10-14,Shipped,2285,3184.00,West
2025-01-08,Shipped,861,94464.00,East
2024-07-16,Shipped,3805,56648.00,Central
2025-01-13,Shipped,4973,58768.00,East
2024-07-21,Shipped,3128,15502.00,East
2025-03-23,Shipped,574,75271.00,Central
2026-04-28,Shipped,1870,10162.00,South
2025-10-11,Shipped,3619,69967.00,North
2024-02-28,Shipped,683,21856.00,Central
2026-03-22,Shipped,2570,42832.00,North
2025-11-25,Shipped,4085,65592.00,Central
2025-05-23,Shipped,2645,29491.00,South
2026-03-07,Shipped,1248,15444.00,Central
2024-12-20,Shipped,960,31752.00,North
2025-12-20,Shipped,3998,60574.00,Central
2024-03-14,Shipped,3259,97862.00,Central
2024-11-16,Shipped,1090,72075.00,Central
2024-09-11,Shipped,2587,60133.00,Central
2025-11-20,Shipped,4032,8995.00,Central
2024-04-01,Shipped,2323,77881.00,Central
2025-04-26,Shipped,129,87981.00,Central
2026-05-06,Shipped,529,13104.00,North
2025-08-02,Shipped,4234,60719.00,East
2024-05-10,Shipped,2128,57461.00,North
2024-11-08,Shipped,3228,92561.00,North
2025-12-30,Shipped,1586,43076.00,South
2026-04-10,Shipped,1196,25373.00,Central
2025-01-31,Shipped,362,20725.00,South
2025-10-17,Shipped,1239,34806.00,South
2025-06-02,Shipped,527,56684.00,North
2025-06-06,Shipped,4409,48559.00,East
2025-12-19,Shipped,2853,49469.00,East
2026-03-10,Shipped,4806,62298.00,Central
2024-06-17,Shipped,4979,92646.00,South
2024-10-19,Shipped,2670,97284.00,Central
2024-09-18,Shipped,4520,34157.00,South
2024-11-21,Shipped,4256,32123.00,Central
2025-04-27,Shipped,1265,11372.00,East
2025-08-02,Shipped,841,57026.00,Central
2024-02-07,Shipped,3926,8657.00,East
2025-05-21,Shipped,2228,15834.00,East
2024-09-30,Shipped,531,97051.00,East
2025-02-10,Shipped,1592,94789.00,South
2024-11-18,Shipped,4951,23980.00,North
2024-08-20,Shipped,4351,94834.00,Central
2025-09-17,Shipped,1041,13633.00,East
2025-05-20,Shipped,4243,81701.00,East
2025-01-23,Shipped,2973,26439.00,East
2025-09-16,Shipped,4241,83951.00,Central
2025-10-21,Shipped,2687,27291.00,Central
2026-03-31,Shipped,1173,60543.00,South
2026-05-16,Shipped,113,44183.00,West
2024-08-10,Shipped,2385,89524.00,North
2025-03-11,Shipped,3733,26092.00,West
2024-12-01,Shipped,3753,93238.00,North
2025-03-03,Shipped,3473,67438.00,Central
2025-03-31,Shipped,3825,86555.00,South
2024-10-09,Shipped,4446,71998.00,West
2024-04-25,Shipped,3690,21710.00,South
2024-08-01,Shipped,2084,91391.00,North
2024-12-04,Shipped,3761,41118.00,Central
2026-03-30,Shipped,1108,15640.00,North
2025-07-11,Shipped,3380,66632.00,Central
2024-09-17,Shipped,1759,25781.00,Central
2026-04-25,Shipped,405,66080.00,Central
2025-03-31,Shipped,2667,41740.00,West
2025-05-06,Shipped,1469,80016.00,South
2025-01-10,Shipped,1215,58037.00,Central
2024-11-10,Shipped,918,67352.00,North
2025-07-26,Shipped,2461,85185.00,Central
2024-05-30,Shipped,364,32868.00,Central
2026-03-26,Shipped,4054,71008.00,North
2026-02-02,Shipped,4811,59325.00,East
2024-10-24,Shipped,2024,13444.00,Central
2024-02-16,Shipped,2196,13143.00,East
2026-05-17,Shipped,4900,28846.00,South
2024-08-16,Shipped,937,36858.00,South
2024-03-27,Shipped,318,64987.00,East
2024-11-25,Shipped,3367,57490.00,South
2024-11-04,Shipped,4619,84687.00,North
2024-03-13,Shipped,1011,74090.00,South
2024-08-20,Shipped,2673,49194.00,West
2025-04-01,Shipped,4053,43179.00,Central
2025-02-01,Shipped,2017,6836.00,Central
2025-03-26,Shipped,1870,45399.00,Central
2026-03-26,Shipped,1596,13451.00,East
2026-02-18,Shipped,2601,96525.00,Central
2024-07-15,Shipped,511,59747.00,Central
2024-06-29,Shipped,3646,76285.00,North
2025-09-13,Shipped,517,43858.00,Central
2025-05-07,Shipped,724,19535.00,Central
2026-03-30,Shipped,3745,47626.00,East
2025-07-14,Shipped,3868,33613.00,East
2025-11-22,Shipped,300,4851.00,South
2024-03-07,Shipped,1535,27050.00,Central
2025-05-26,Shipped,3981,71890.00,Central
2024-11-17,Shipped,3911,61069.00,North
2024-09-26,Shipped,1015,11426.00,Central
2025-04-17,Shipped,1501,81091.00,South
2025-02-06,Shipped,405,51240.00,West
2024-11-08,Shipped,4833,82377.00,Central
2025-09-08,Shipped,820,91288.00,West
2024-05-20,Shipped,815,1653.00,Central
2025-09-12,Shipped,3803,17403.00,Central
2024-10-01,Shipped,4572,41850.00,East
2024-03-28,Shipped,1094,20289.00,West
2024-07-08,Shipped,4734,25404.00,Central
2025-05-05,Shipped,1728,31027.00,Central
2024-07-21,Shipped,506,43550.00,Central
2024-01-28,Shipped,3106,13589.00,Central
2024-11-11,Shipped,3958,16904.00,Central
2025-03-17,Shipped,364,89042.00,North
2025-12-06,Shipped,1389,69793.00,North
2025-04-28,Shipped,766,71875.00,North
2025-09-07,Shipped,4186,29412.00,South
2024-11-17,Shipped,1268,35929.00,South
2025-08-11,Shipped,315,34389.00,East
2026-03-23,Shipped,2870,59740.00,Central
2024-01-19,Shipped,1800,23191.00,North
2025-10-19,Shipped,1411,56557.00,Central
2025-05-25,Shipped,2617,49823.00,North
2024-07-05,Shipped,1453,35106.00,South
2026-05-12,Shipped,2566,97995.00,South
2025-07-03,Shipped,3009,56928.00,West
2025-12-11,Shipped,3458,25100.00,West
2025-01-17,Shipped,2030,51172.00,Central
2025-08-27,Shipped,4678,28281.00,Central
2025-12-21,Shipped,3409,11076.00,East
2024-10-23,Shipped,151,8197.00,North
2024-12-31,Shipped,176,67835.00,Central
2025-08-16,Shipped,4218,19770.00,West
2024-04-09,Shipped,2831,22384.00,Central
2024-08-12,Shipped,3386,8441.00,Central
2024-07-08,Shipped,4287,51400.00,North
2026-04-07,Shipped,2806,24287.00,West
2025-11-14,Shipped,3503,48213.00,South
2024-04-14,Shipped,170,85283.00,Central
2025-04-06,Shipped,4179,19696.00,South
2026-05-19,Shipped,1147,71761.00,South
2024-10-02,Shipped,2192,12390.00,South
2025-01-16,Shipped,1573,78317.00,Central
2025-01-28,Shipped,171,85954.00,Central
2024-07-02,Shipped,527,47030.00,West
2025-08-29,Shipped,4548,18450.00,Central
2025-04-15,Shipped,4973,5221.00,West
2026-05-01,Shipped,3079,12477.00,North
2025-11-07,Shipped,2309,29598.00,South
2025-03-16,Shipped,48,10548.00,South
2024-12-25,Shipped,3325,89284.00,West
2024-09-03,Shipped,791,51473.00,North
2026-02-25,Shipped,4214,5425.00,East
2025-11-27,Shipped,1110,50802.00,South
2024-10-29,Shipped,2269,6033.00,South
2024-07-20,Shipped,1069,86248.00,South
2026-04-16,Shipped,3985,33853.00,East
2026-02-26,Shipped,883,35396.00,North
2025-11-12,Shipped,2227,86662.00,West
2024-10-21,Shipped,4531,46992.00,Central
2024-07-17,Shipped,3754,39349.00,South
2025-12-16,Shipped,552,84154.00,East
2024-11-10,Shipped,1124,52594.00,Central
2026-05-09,Shipped,3142,14256.00,East
2024-10-30,Shipped,3639,4416.00,Central
2025-04-10,Shipped,3670,17218.00,North
2024-12-28,Shipped,1227,18172.00,Central
2025-10-08,Shipped,1218,40528.00,South
2024-04-14,Shipped,2500,62958.00,North
2024-08-07,Shipped,3575,4764.00,Central
2026-04-02,Shipped,1060,52477.00,North
2025-08-17,Shipped,1729,65787.00,West
2024-11-07,Shipped,3057,23810.00,Central
2024-03-08,Shipped,4896,53876.00,North
2024-08-21,Shipped,1802,88500.00,East
2025-06-28,Shipped,1612,19954.00,Central
2024-02-07,Shipped,4733,24122.00,South
2026-05-13,Shipped,3446,81117.00,North
2024-10-18,Shipped,3302,32062.00,North
2025-12-29,Shipped,815,50508.00,West
2026-01-27,Shipped,2924,33319.00,Central
2025-06-25,Shipped,749,19619.00,Central
2025-11-05,Shipped,3930,54674.00,Central
2024-12-20,Shipped,2437,18717.00,North
2026-04-06,Shipped,1627,26396.00,Central
2025-01-29,Shipped,4818,78356.00,West
2026-04-16,Shipped,1455,9377.00,Central
2025-08-27,Shipped,3497,4423.00,Central
2026-05-03,Shipped,530,51705.00,Central
2024-04-18,Shipped,1729,84081.00,Central
2025-02-20,Shipped,4985,88038.00,Central
2025-06-12,Shipped,82,94680.00,West
2024-10-26,Shipped,4321,2414.00,Central
2025-04-02,Shipped,132,50554.00,North
2025-06-11,Shipped,4521,44829.00,Central
2025-08-30,Shipped,481,92388.00,Central
2026-05-09,Shipped,2007,36080.00,West
2025-06-02,Shipped,777,56603.00,Central
2025-09-14,Shipped,3680,36514.00,North
2025-08-07,Shipped,632,77888.00,Central
2025-02-28,Shipped,1808,71232.00,West
2025-05-22,Shipped,2055,14749.00,North
2024-01-18,Shipped,3275,30493.00,South
2025-07-04,Shipped,2242,96201.00,Central
2024-03-27,Shipped,1107,71143.00,East
2024-05-11,Shipped,3710,59638.00,East
2024-11-26,Shipped,690,74903.00,South
2025-11-01,Shipped,1825,56096.00,East
2024-05-05,Shipped,4795,25371.00,East
2026-02-23,Shipped,2709,39071.00,North
2025-05-02,Shipped,2923,10735.00,North
2026-04-09,Shipped,2172,86404.00,North
2025-09-24,Shipped,1711,51425.00,North
2025-12-19,Shipped,2075,72252.00,Central
2024-06-20,Shipped,3684,49019.00,East
2026-03-09,Shipped,4890,53647.00,West
2026-05-10,Shipped,1748,93157.00,Central
2025-05-03,Shipped,4048,48611.00,South
2025-10-18,Shipped,4023,61300.00,North
2025-05-22,Shipped,1270,9988.00,South
2025-02-02,Shipped,3701,11255.00,Central
2026-03-28,Shipped,3787,94525.00,Central
2025-03-26,Shipped,1447,47878.00,Central
2025-09-27,Shipped,4621,89551.00,East
2025-02-13,Shipped,2679,59766.00,Central
2026-02-13,Shipped,520,36909.00,Central
2025-11-08,Shipped,1519,81381.00,Central
2025-02-12,Shipped,3914,17717.00,Central
2025-07-09,Shipped,871,37744.00,North
2025-07-09,Shipped,2903,35287.00,East
2024-10-07,Shipped,4414,53350.00,West
2025-07-25,Shipped,3131,29750.00,East
2025-12-21,Shipped,3486,30232.00,South
2024-07-25,Shipped,622,30626.00,South
2025-08-03,Shipped,188,31449.00,North
2024-07-14,Shipped,4389,15211.00,Central
2025-01-19,Shipped,2854,73941.00,West
2025-03-07,Shipped,1655,56187.00,Central
2025-08-17,Shipped,3128,5160.00,Central
2025-02-20,Shipped,362,39836.00,East
2025-11-17,Shipped,2207,19594.00,South
2024-06-11,Shipped,4610,68569.00,North
2025-01-03,Shipped,3900,6533.00,Central
2024-02-18,Shipped,1459,10745.00,Central
2024-09-04,Shipped,3157,89850.00,Central
2025-01-10,Shipped,4417,9367.00,Central
2024-09-24,Shipped,3704,89299.00,Central
2025-01-10,Shipped,4530,79479.00,North
2024-03-07,Shipped,925,97346.00,South
2024-12-23,Shipped,2370,4858.00,Central
2025-08-30,Shipped,2423,74641.00,South
2024-06-17,Shipped,4911,95346.00,East
2024-03-20,Shipped,2369,91738.00,North
2024-10-14,Shipped,771,34547.00,Central
2024-06-01,Shipped,4087,52255.00,South
2024-08-13,Shipped,4702,70358.00,West
2024-06-12,Shipped,4713,3507.00,South
2025-12-02,Shipped,4451,66405.00,North
2025-12-06,Shipped,164,64031.00,Central
2024-09-18,Shipped,3485,6929.00,Central
2025-06-09,Shipped,1516,93810.00,South
2026-02-13,Shipped,425,44955.00,Central
2025-10-22,Shipped,3520,43791.00,North
2024-05-03,Shipped,623,20611.00,East
2024-08-05,Shipped,4480,25266.00,West
2024-04-21,Shipped,2440,91801.00,South
2024-04-18,Shipped,3270,94164.00,Central
2025-06-11,Shipped,4499,49241.00,Central
2024-02-09,Shipped,618,78458.00,Central
2024-08-06,Shipped,2491,94297.00,Central
2025-10-28,Shipped,129,71263.00,South
2025-07-19,Shipped,739,92539.00,East
2025-05-15,Shipped,809,60258.00,West
2024-11-12,Shipped,1436,70413.00,Central
2024-07-23,Shipped,2435,32028.00,East
2025-10-20,Shipped,1552,88721.00,Central
2024-08-05,Shipped,4322,39552.00,Central
2026-05-16,Shipped,1689,34214.00,Central
2026-05-16,Shipped,4502,90009.00,East
2025-10-21,Shipped,787,34405.00,South
2025-01-17,Shipped,3781,45689.00,Central
2025-08-18,Shipped,2951,23353.00,South
2025-05-21,Shipped,1763,89143.00,Central
2026-02-23,Shipped,814,34562.00,South
2024-06-17,Shipped,4405,81585.00,South
2024-09-06,Shipped,4939,83818.00,Central
2025-09-16,Shipped,4789,37212.00,Central
2024-04-14,Shipped,3868,3277.00,Central
2025-07-13,Shipped,3688,78525.00,West
2025-02-12,Shipped,2314,82539.00,Central
2025-03-19,Shipped,4466,72886.00,Central
2024-10-30,Shipped,196,59801.00,East
2025-11-20,Shipped,4055,33919.00,East
2024-11-24,Shipped,188,58428.00,Central
2024-05-10,Shipped,4829,35446.00,East
2025-07-20,Shipped,2959,61069.00,Central
2024-04-28,Shipped,972,18665.00,North
2025-08-23,Shipped,4149,59690.00,West
2025-08-26,Shipped,4074,14395.00,Central
2024-07-27,Shipped,415,70780.00,East
2024-02-13,Shipped,1306,90154.00,South
2025-09-09,Shipped,3049,397.00,South
2026-01-10,Shipped,2346,85724.00,West
2024-07-29,Shipped,4155,852.00,North
2026-02-19,Shipped,698,43075.00,Central
2025-01-28,Shipped,4710,65638.00,Central
2024-05-13,Shipped,3589,55266.00,East
2026-05-04,Shipped,4289,68532.00,Central
2024-12-06,Shipped,3774,9104.00,Central
2025-01-15,Shipped,3697,88531.00,Central
2024-11-10,Shipped,3677,9001.00,North
2024-07-13,Shipped,3767,18840.00,Central
2024-03-07,Shipped,3113,84258.00,North
2025-12-31,Shipped,2564,28754.00,Central
2025-08-30,Shipped,3564,51695.00,East
2026-02-02,Shipped,4618,30531.00,North
2024-08-25,Shipped,4489,11782.00,North
2026-05-04,Shipped,2546,54674.00,Central
2026-01-12,Shipped,1677,17888.00,East
2025-12-14,Shipped,1347,3699.00,Central
2026-03-20,Shipped,2928,84803.00,North
2025-02-16,Shipped,124,71342.00,Central
2024-02-02,Shipped,4829,67175.00,Central
2025-04-28,Shipped,95,62058.00,Central
2024-01-30,Shipped,2085,4754.00,East
2025-02-16,Shipped,3770,68711.00,South
2024-08-09,Shipped,1556,46725.00,East
2026-03-18,Shipped,3478,53209.00,East
2025-07-19,Shipped,3471,79736.00,East
2024-06-02,Shipped,2708,31678.00,Central
2025-04-01,Shipped,3353,96644.00,West
2025-01-04,Shipped,1325,38910.00,East
2024-06-01,Shipped,3036,54826.00,East
2024-11-09,Shipped,3044,5947.00,Central
2024-01-09,Shipped,405,90342.00,Central
2025-01-05,Shipped,3388,78465.00,Central
2024-09-09,Shipped,2083,56642.00,West
2025-08-19,Shipped,1323,11286.00,Central
2026-01-29,Shipped,2897,29305.00,West
2026-02-17,Shipped,4301,56507.00,South
2026-01-03,Shipped,2632,49837.00,East
2024-07-14,Shipped,4039,51506.00,North
2024-03-13,Shipped,3441,89968.00,Central
2026-03-31,Shipped,1288,84528.00,East
2024-01-31,Shipped,490,70969.00,North
2025-08-26,Shipped,4978,83542.00,North
2024-10-20,Shipped,2180,22838.00,North
2025-01-12,Shipped,1514,55518.00,West
2026-03-24,Shipped,2122,22205.00,North
2024-05-26,Shipped,2542,50485.00,East
2024-03-26,Shipped,1375,69368.00,North
2026-01-11,Shipped,4860,19652.00,Central
2024-12-11,Shipped,2910,73190.00,North
2024-10-09,Shipped,2589,40910.00,East
2026-02-06,Shipped,162,72200.00,Central
2026-03-30,Shipped,1724,6623.00,Central
2025-01-17,Shipped,2658,11883.00,South
2025-07-24,Shipped,2087,56231.00,North
2026-04-17,Shipped,3325,71776.00,East
2026-04-18,Shipped,3642,17948.00,South
2024-06-17,Shipped,4946,10144.00,North
2025-06-21,Shipped,1088,29561.00,East
2025-07-08,Shipped,4680,7604.00,Central
2026-02-17,Shipped,3509,76549.00,North
2025-12-17,Shipped,4058,92774.00,North
2024-02-23,Shipped,2514,59810.00,North
2025-04-27,Shipped,3369,32740.00,Central
2024-12-21,Shipped,4914,41309.00,Central
2025-10-19,Shipped,1603,7277.00,East
2026-01-08,Shipped,2347,92925.00,South
2024-01-22,Shipped,4902,26595.00,Central
2024-03-18,Shipped,588,40130.00,Central
2026-03-05,Shipped,4935,55654.00,North
2024-02-16,Shipped,4667,87010.00,Central
2026-04-04,Shipped,4376,56995.00,North
2025-12-10,Shipped,2888,23386.00,Central
2024-01-13,Shipped,119,20508.00,Central
2024-05-14,Shipped,2584,75401.00,North
2025-06-03,Shipped,2308,72128.00,Central
2024-08-11,Shipped,4902,487.00,West
2025-08-20,Shipped,4554,22410.00,Central
2025-06-25,Shipped,2464,79864.00,Central
2025-12-09,Shipped,1901,9431.00,North
2025-03-27,Shipped,674,35032.00,West
2024-11-07,Shipped,2683,73724.00,Central
2024-12-04,Shipped,3654,27672.00,North
2025-04-06,Shipped,2671,96899.00,East
2025-09-28,Shipped,3108,73898.00,Central
2026-04-27,Shipped,4238,90583.00,Central
2024-09-21,Shipped,2859,68689.00,Central
2024-06-11,Shipped,1960,19383.00,Central
2025-07-08,Shipped,2991,145.00,Central
2026-02-28,Shipped,3124,87538.00,East
2024-04-13,Shipped,766,2819.00,Central
2024-12-19,Shipped,4322,47307.00,East
2025-04-09,Shipped,2726,19320.00,West
2024-06-25,Shipped,4244,57263.00,South
2025-10-31,Shipped,3719,86597.00,East
2025-07-06,Shipped,360,17865.00,West
2025-06-15,Shipped,698,6939.00,Central
